record_id,y_true,score,source_variant,_score,_y_true,_y_pred,_false_positive,_false_negative
1757,0,0.899677640468683,no_ontology,0.899677640468683,0,1,1,0
1837,0,0.8995743785960345,no_ontology,0.8995743785960345,0,1,1,0
50868,0,0.8995521795188864,no_ontology,0.8995521795188864,0,1,1,0
1465,0,0.8994863055656451,no_ontology,0.8994863055656451,0,1,1,0
44909,0,0.8994357873650178,no_ontology,0.8994357873650178,0,1,1,0
36610,0,0.8993578402294679,no_ontology,0.8993578402294679,0,1,1,0
43641,0,0.8993184493858067,no_ontology,0.8993184493858067,0,1,1,0
16800,0,0.8992660395344951,no_ontology,0.8992660395344951,0,1,1,0
21872,0,0.8992379985949396,no_ontology,0.8992379985949396,0,1,1,0
47287,0,0.8991430822400159,no_ontology,0.8991430822400159,0,1,1,0
43572,0,0.89904560659299,no_ontology,0.89904560659299,0,1,1,0
38033,0,0.8987414959270976,no_ontology,0.8987414959270976,0,1,1,0
27583,0,0.8987234139720274,no_ontology,0.8987234139720274,0,1,1,0
54079,0,0.8986592647591161,no_ontology,0.8986592647591161,0,1,1,0
24961,0,0.8986514756092394,no_ontology,0.8986514756092394,0,1,1,0
8414,0,0.8986370656819677,no_ontology,0.8986370656819677,0,1,1,0
42167,0,0.8985447642559313,no_ontology,0.8985447642559313,0,1,1,0
43682,0,0.8985168345899456,no_ontology,0.8985168345899456,0,1,1,0
35906,0,0.8985097687182719,no_ontology,0.8985097687182719,0,1,1,0
38950,0,0.8984267586353025,no_ontology,0.8984267586353025,0,1,1,0
1540,0,0.8983034675201143,no_ontology,0.8983034675201143,0,1,1,0
13122,0,0.8981352775195668,no_ontology,0.8981352775195668,0,1,1,0
9605,0,0.8980929935630946,no_ontology,0.8980929935630946,0,1,1,0
27505,0,0.8978005109852322,no_ontology,0.8978005109852322,0,1,1,0
20796,0,0.8977233984014549,no_ontology,0.8977233984014549,0,1,1,0
21898,0,0.8973275426773744,no_ontology,0.8973275426773744,0,1,1,0
36988,0,0.8972559381352954,no_ontology,0.8972559381352954,0,1,1,0
4924,0,0.897141103811402,no_ontology,0.897141103811402,0,1,1,0
33521,0,0.8970066853392474,no_ontology,0.8970066853392474,0,1,1,0
14336,0,0.8961820369144661,no_ontology,0.8961820369144661,0,1,1,0
20781,0,0.8961622302190657,no_ontology,0.8961622302190657,0,1,1,0
50983,0,0.8960622509167224,no_ontology,0.8960622509167224,0,1,1,0
7492,0,0.8958466583754982,no_ontology,0.8958466583754982,0,1,1,0
54958,0,0.895528527239828,no_ontology,0.895528527239828,0,1,1,0
16674,0,0.8955173998828616,no_ontology,0.8955173998828616,0,1,1,0
48106,0,0.8952165717872744,no_ontology,0.8952165717872744,0,1,1,0
52464,0,0.8949492926729405,no_ontology,0.8949492926729405,0,1,1,0
41742,0,0.893293541956337,no_ontology,0.893293541956337,0,1,1,0
37711,0,0.8922549144570912,no_ontology,0.8922549144570912,0,1,1,0
22288,0,0.892239725614832,no_ontology,0.892239725614832,0,1,1,0
156,0,0.8922330492006522,no_ontology,0.8922330492006522,0,1,1,0
12558,0,0.8921107595475911,no_ontology,0.8921107595475911,0,1,1,0
12112,0,0.8920901739372034,no_ontology,0.8920901739372034,0,1,1,0
38071,0,0.8920870582772528,no_ontology,0.8920870582772528,0,1,1,0
28588,0,0.8915462687286846,no_ontology,0.8915462687286846,0,1,1,0
46343,0,0.8908249378133362,no_ontology,0.8908249378133362,0,1,1,0
16660,0,0.8907323025665908,no_ontology,0.8907323025665908,0,1,1,0
48975,0,0.8901080578407744,no_ontology,0.8901080578407744,0,1,1,0
28613,0,0.8897715665661098,no_ontology,0.8897715665661098,0,1,1,0
46309,0,0.8891862119528909,no_ontology,0.8891862119528909,0,1,1,0
