record_id,y_true,score,source_variant,_score,_y_true,_y_pred,_false_positive,_false_negative
55318,1,0.9,no_ontology,0.9,1,1,0,0
63411,1,0.8999976632550372,no_ontology,0.8999976632550372,1,1,0,0
64130,1,0.8999943806847321,no_ontology,0.8999943806847321,1,1,0,0
69404,1,0.8999914875719208,no_ontology,0.8999914875719208,1,1,0,0
68463,1,0.8999909312040724,no_ontology,0.8999909312040724,1,1,0,0
57080,1,0.8999903748362242,no_ontology,0.8999903748362242,1,1,0,0
55267,1,0.8999895959212367,no_ontology,0.8999895959212367,1,1,0,0
57537,1,0.8999892621005274,no_ontology,0.8999892621005274,1,1,0,0
55853,1,0.8999852562520196,no_ontology,0.8999852562520196,1,1,0,0
62532,1,0.8999822518656386,no_ontology,0.8999822518656386,1,1,0,0
66879,1,0.8999810278563724,no_ontology,0.8999810278563724,1,1,0,0
61777,1,0.899980805309233,no_ontology,0.899980805309233,1,1,0,0
62867,1,0.8999805827620937,no_ontology,0.8999805827620937,1,1,0,0
62910,1,0.899980471488524,no_ontology,0.899980471488524,1,1,0,0
57037,1,0.8999799151206758,no_ontology,0.8999799151206758,1,1,0,0
61643,1,0.8999798038471061,no_ontology,0.8999798038471061,1,1,0,0
64873,1,0.8999796925735366,no_ontology,0.8999796925735366,1,1,0,0
70076,1,0.8999793587528273,no_ontology,0.8999793587528273,1,1,0,0
69082,1,0.8999792474792576,no_ontology,0.8999792474792576,1,1,0,0
63581,1,0.8999782460171305,no_ontology,0.8999782460171305,1,1,0,0
71184,1,0.8999782460171305,no_ontology,0.8999782460171305,1,1,0,0
60012,1,0.899977912196422,no_ontology,0.899977912196422,1,1,0,0
61066,1,0.899977912196422,no_ontology,0.899977912196422,1,1,0,0
67051,1,0.899976131819307,no_ontology,0.899976131819307,1,1,0,0
70717,1,0.8999760205457376,no_ontology,0.8999760205457376,1,1,0,0
64476,1,0.8999760205457376,no_ontology,0.8999760205457376,1,1,0,0
62951,1,0.8999753529043195,no_ontology,0.8999753529043195,1,1,0,0
60473,1,0.8999747965364712,no_ontology,0.8999747965364712,1,1,0,0
59408,1,0.8999741288950532,no_ontology,0.8999741288950532,1,1,0,0
56826,1,0.8999736838007746,no_ontology,0.8999736838007746,1,1,0,0
70436,1,0.8999719034236598,no_ontology,0.8999719034236598,1,1,0,0
69550,1,0.8999719034236598,no_ontology,0.8999719034236598,1,1,0,0
70132,1,0.8999711245086721,no_ontology,0.8999711245086721,1,1,0,0
57306,1,0.899970234320115,no_ontology,0.899970234320115,1,1,0,0
55612,1,0.8999700117729755,no_ontology,0.8999700117729755,1,1,0,0
70182,1,0.899969900499406,no_ontology,0.899969900499406,1,1,0,0
70412,1,0.8999697892258363,no_ontology,0.8999697892258363,1,1,0,0
57879,1,0.8999691215844182,no_ontology,0.8999691215844182,1,1,0,0
61576,1,0.8999685652165701,no_ontology,0.8999685652165701,1,1,0,0
67612,1,0.8999681201222913,no_ontology,0.8999681201222913,1,1,0,0
68952,1,0.8999681201222913,no_ontology,0.8999681201222913,1,1,0,0
71285,1,0.8999677863015826,no_ontology,0.8999677863015826,1,1,0,0
71081,1,0.8999667848394554,no_ontology,0.8999667848394554,1,1,0,0
57885,1,0.8999666735658857,no_ontology,0.8999666735658857,1,1,0,0
65838,1,0.8999663397451767,no_ontology,0.8999663397451767,1,1,0,0
63136,1,0.8999657833773282,no_ontology,0.8999657833773282,1,1,0,0
68558,1,0.8999657833773282,no_ontology,0.8999657833773282,1,1,0,0
62514,1,0.8999656721037588,no_ontology,0.8999656721037588,1,1,0,0
65036,1,0.8999654495566194,no_ontology,0.8999654495566194,1,1,0,0
55079,1,0.8999653382830498,no_ontology,0.8999653382830498,1,1,0,0
