record_id,y_true,score,source_variant,_score,_y_true,_y_pred,_false_positive,_false_negative
55318,1,1.0,detector_only,1.0,1,1,0,0
63411,1,0.999997403616708,detector_only,0.999997403616708,1,1,0,0
64130,1,0.999993756316369,detector_only,0.999993756316369,1,1,0,0
69404,1,0.9999905417465786,detector_only,0.9999905417465786,1,1,0,0
68463,1,0.9999899235600804,detector_only,0.9999899235600804,1,1,0,0
57080,1,0.9999893053735824,detector_only,0.9999893053735824,1,1,0,0
55267,1,0.9999884399124852,detector_only,0.9999884399124852,1,1,0,0
57537,1,0.999988069000586,detector_only,0.999988069000586,1,1,0,0
55853,1,0.9999836180577996,detector_only,0.9999836180577996,1,1,0,0
62532,1,0.9999802798507096,detector_only,0.9999802798507096,1,1,0,0
66879,1,0.9999789198404136,detector_only,0.9999789198404136,1,1,0,0
61777,1,0.9999786725658144,detector_only,0.9999786725658144,1,1,0,0
62867,1,0.9999784252912152,detector_only,0.9999784252912152,1,1,0,0
62910,1,0.9999783016539155,detector_only,0.9999783016539155,1,1,0,0
57037,1,0.9999776834674174,detector_only,0.9999776834674174,1,1,0,0
61643,1,0.9999775598301178,detector_only,0.9999775598301178,1,1,0,0
64873,1,0.9999774361928184,detector_only,0.9999774361928184,1,1,0,0
70076,1,0.9999770652809192,detector_only,0.9999770652809192,1,1,0,0
69082,1,0.9999769416436196,detector_only,0.9999769416436196,1,1,0,0
63581,1,0.9999758289079228,detector_only,0.9999758289079228,1,1,0,0
71184,1,0.9999758289079228,detector_only,0.9999758289079228,1,1,0,0
60012,1,0.9999754579960244,detector_only,0.9999754579960244,1,1,0,0
61066,1,0.9999754579960244,detector_only,0.9999754579960244,1,1,0,0
67051,1,0.99997347979923,detector_only,0.99997347979923,1,1,0,0
70717,1,0.9999733561619306,detector_only,0.9999733561619306,1,1,0,0
64476,1,0.9999733561619306,detector_only,0.9999733561619306,1,1,0,0
62951,1,0.9999726143381328,detector_only,0.9999726143381328,1,1,0,0
60473,1,0.9999719961516346,detector_only,0.9999719961516346,1,1,0,0
59408,1,0.999971254327837,detector_only,0.999971254327837,1,1,0,0
56826,1,0.9999707597786384,detector_only,0.9999707597786384,1,1,0,0
70436,1,0.9999687815818442,detector_only,0.9999687815818442,1,1,0,0
69550,1,0.9999687815818442,detector_only,0.9999687815818442,1,1,0,0
70132,1,0.9999679161207468,detector_only,0.9999679161207468,1,1,0,0
57306,1,0.99996692702235,detector_only,0.99996692702235,1,1,0,0
55612,1,0.9999666797477506,detector_only,0.9999666797477506,1,1,0,0
70182,1,0.999966556110451,detector_only,0.999966556110451,1,1,0,0
70412,1,0.9999664324731514,detector_only,0.9999664324731514,1,1,0,0
57879,1,0.9999656906493536,detector_only,0.9999656906493536,1,1,0,0
61576,1,0.9999650724628556,detector_only,0.9999650724628556,1,1,0,0
67612,1,0.999964577913657,detector_only,0.999964577913657,1,1,0,0
68952,1,0.999964577913657,detector_only,0.999964577913657,1,1,0,0
71285,1,0.9999642070017584,detector_only,0.9999642070017584,1,1,0,0
71081,1,0.9999630942660614,detector_only,0.9999630942660614,1,1,0,0
57885,1,0.9999629706287618,detector_only,0.9999629706287618,1,1,0,0
65838,1,0.999962599716863,detector_only,0.999962599716863,1,1,0,0
63136,1,0.9999619815303648,detector_only,0.9999619815303648,1,1,0,0
68558,1,0.9999619815303648,detector_only,0.9999619815303648,1,1,0,0
62514,1,0.9999618578930652,detector_only,0.9999618578930652,1,1,0,0
65036,1,0.999961610618466,detector_only,0.999961610618466,1,1,0,0
55079,1,0.9999614869811664,detector_only,0.9999614869811664,1,1,0,0
